,Scenario,id,Choice,submitdate,startlanguage,startdate,Gender,Age,MaritalStatus,Occupation,Occupation.other.,Education,Householdsize,IncomeLevel,CityCountry,Nationality,DriversLicense,Carownership,ModeOfTransport.SQ001.,ModeOfTransport.SQ002.,ModeOfTransport.SQ003.,ParkingCosts.SQ001.,CongestionCosts.SQ001.,LowIncLikert.SQ001.,AffordableTrLikert.SQ001.,Resources,interviewtime,Time_Group1,Time_Group2,Time_Group3,Time_Group4,DailyTravelCost.Alt1,DelayOfTravel.Alt1,PeopleBenefiting.Alt1,CongestionReduction.Alt1,DailyTravelCost.Alt2,DelayOfTravel.Alt2,PeopleBenefiting.Alt2,CongestionReduction.Alt2,DailyTravelCost.Alt3,DelayOfTravel.Alt3,PeopleBenefiting.Alt3,CongestionReduction.Alt3
1622,S42,0555124_34,Alt3,1/28/2019 16:48,en,1/28/2019 16:43,Male,18-24 years,Single,Other,Trainee,University degree (Fachhochschul-/Universitätsabschluss),3,I prefer not to answer,"Trichy, TN,  india ",Indian ,Yes,no,Bike,Bike,Bike,3,4,1,5,,294.61,100.62,38.3,93.85,61.84,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1623,S42,0555124_122,Alt1,1/29/2019 17:14,en,1/29/2019 17:09,Male,30-39 years,Single,Employed - full-employed,,University degree (Fachhochschul-/Universitätsabschluss),2,>70000 €,"Munich, Germany",German,Yes,no,Bike,Walking,Public Transport,2,4,3,2,Based on some measure of need,288.29,49.68,43.43,122.35,72.83,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1624,S42,0555124_152,Alt3,1/30/2019 6:37,en,1/30/2019 6:26,Male,40-49 years,Married,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),2,>70000 €,Munich,German,Yes,"yes, a privately owned/leased car",Bike,Bike,Bike,1,1,1,1,Based on some measure of need,673.67,43.12,83.97,489.51,57.07,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1625,S42,0555124_110,Alt2,1/29/2019 15:04,en,1/29/2019 14:57,Male,30-39 years,Married,Other,entrepreneur ,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",2,"40,000-50,000 €","München, Deutschland ",Deutsch ,Yes,"yes, a privately owned/leased car",Bike,Public Transport,Public Transport,2,1,3,3,Based on some measure of need,407.37,83.51,25.34,235.17,63.35,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1626,S42,0555124_137,Alt1,1/29/2019 19:08,en,1/29/2019 18:59,Male,50-64 years,Married,Employed - full-employed,,Graduated after secondary school (mittlere Reife),3,"50,000-60000 €","Munich, Germany",German,Yes,"yes, a privately owned/leased car",Car,Bike,Public Transport,3,2,2,1,Based on some measure of need,566.28,92.24,32.98,352.29,88.77,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1627,S42,0555124_31,Alt1,1/28/2019 16:25,en,1/28/2019 15:09,Male,30-39 years,Single,student (university),,Graduate degree (MSc / PhD / etc.),1,"10,000-20,000 €","Munich, Germany",Thai,Yes,no,Public Transport,Public Transport,Public Transport,2,3,5,4,,1386.93,87.58,1094.95,175.56,28.84,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1628,S42,0555124_77,Alt3,1/29/2019 12:31,en,1/29/2019 12:13,Male,40-49 years,Single,unemployed,,Graduated after secondary school (mittlere Reife),1,"20,000-30,000 €","Munich, Germany",German,No,no,Bike,Bike,Public Transport,3,3,3,3,,1101.26,125.56,29.81,471.65,474.24,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1629,S42,0555124_39,Alt1,1/28/2019 18:35,en,1/28/2019 18:27,Female,18-24 years,Single,student (university),,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",>4,"0-5,000 €","München, Deutschland", Deutsch,Yes,no,Public Transport,Walking,Public Transport,2,3,2,1,Based on some measure of need,459.84,87.9,40.91,263.68,67.35,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1630,S42,0555124_141,Alt3,1/29/2019 20:12,en,1/29/2019 19:59,Female,30-39 years,Single,student (university),,Graduate degree (MSc / PhD / etc.),2,"0-5,000 €","Munich, Germany",Estonian,Yes,no,Public Transport,Bike,Bike,1,1,2,2,Based on some measure of need,768.8,142.07,48.67,500.36,77.7,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1631,S42,0555124_28,Alt1,1/28/2019 15:08,en,1/28/2019 14:59,Female,25-29 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),3,"10,000-20,000 €","Munich, Germany",Thai,Yes,no,Public Transport,Public Transport,Public Transport,4,4,2,1,Based on some measure of need,262.67,50.73,22.9,130.58,58.46,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1632,S42,0555124_115,Alt1,1/29/2019 15:23,en,1/29/2019 15:18,Male,25-29 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),4,"10,000-20,000 €","Munich, Germany",German ,Yes,no,Public Transport,Walking,Public Transport,2,2,4,4,Based on some measure of need,305.91,51.05,43.23,160.52,51.11,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1633,S42,0555124_43,Alt1,1/28/2019 20:34,en,1/28/2019 20:19,Female,25-29 years,Single,Employed - half-employed,,Graduate degree (MSc / PhD / etc.),>4,"10,000-20,000 €","Munich, Germany",Indian,No,no,Public Transport,Public Transport,Bike,1,2,5,3,Based on some measure of need,874.5,128.2,74.16,559.98,112.16,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1634,S42,0555124_139,Alt3,1/29/2019 19:16,en,1/29/2019 19:09,Female,18-24 years,Single,student (university),,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",3,"0-5,000 €","Munich, Germany",German,Yes,"yes, a privately owned/leased car",Car,Car,Car,5,5,5,1,,420.25,79.66,31.63,202.08,106.88,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1635,S42,0555124_173,Alt3,2/1/2019 9:08,en,2/1/2019 8:59,Female,30-39 years,Single,Employed - full-employed,,University degree (Fachhochschul-/Universitätsabschluss),2,"40,000-50,000 €","Frankfurt, Germany",German,Yes,no,Public Transport,Public Transport,Public Transport,2,1,3,4,,520.05,140.05,29.31,262.8,87.89,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1636,S42,0555124_86,Alt1,1/29/2019 12:58,en,1/29/2019 12:53,Female,30-39 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),4,"40,000-50,000 €","Hamburg, Germany",German,Yes,no,Public Transport,Bike,Bike,1,1,4,2,Based on some measure of need,340.41,54.4,17.22,193.92,74.87,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1637,S42,0555124_44,Alt2,1/28/2019 20:42,en,1/28/2019 20:32,Male,25-29 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),1,"40,000-50,000 €","Munich, Germany",Indian,Yes,no,Public Transport,Public Transport,Car,1,2,5,2,,576.07,71.1,23.83,311.26,169.88,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1638,S42,0555124_121,Alt1,1/29/2019 16:53,en,1/29/2019 16:46,Male,30-39 years,Single,Employed - full-employed,,University degree (Fachhochschul-/Universitätsabschluss),1,60000-70000 €,"BY, Germany",.de,Yes,"yes, a privately owned/leased car",Car,Walking,Car,2,2,4,1,Based on some measure of need,417.24,71.7,33.62,236.37,75.55,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1639,S42,0555124_175,Alt2,2/1/2019 11:28,en,2/1/2019 11:18,Female,25-29 years,Single,student (university),,Graduate degree (MSc / PhD / etc.),1,"0-5,000 €",Munich,Lebanese,Yes,no,Public Transport,Public Transport,Public Transport,3,1,3,3,Based on some measure of need,602.34,98.13,19.14,427.52,57.55,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1640,S42,0555124_165,Alt2,1/30/2019 16:46,en,1/30/2019 16:40,Female,18-24 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),3,"0-5,000 €","Bamberg, Germany",german,Yes,no,Walking,Walking,Bike,2,2,3,2,Based on some measure of need,350.89,45.91,16.76,230.4,57.82,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1641,S42,0555124_71,Alt1,1/29/2019 12:08,en,1/29/2019 12:02,Male,40-49 years,Married,Employed - full-employed,,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",3,60000-70000 €,"Munich, Germany",German,Yes,"yes, a privately owned/leased car",Bike,Car,Bike,1,1,1,2,,393.6,64.16,64.82,201.74,62.88,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1642,S42,0555124_174,Alt1,2/1/2019 10:21,en,2/1/2019 10:14,Male,30-39 years,I prefer not to answer,Employed - full-employed,,University degree (Fachhochschul-/Universitätsabschluss),3,>70000 €,"Copenhagen, Denmark",Danish,Yes,"yes, a privately owned/leased car",Car,Car,Car,5,5,2,4,Based on some measure of need,428.71,108.06,27.38,233.59,59.68,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1643,S42,0555124_33,Alt2,1/28/2019 17:07,en,1/28/2019 16:42,Male,30-39 years,Married,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),2,"30,000-40,000 €","Munich, Germany",Thai,Yes,no,Public Transport,Public Transport,Car,4,4,3,4,,1520.33,249.62,506.35,699.02,65.34,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1644,S42,0555124_69,Alt1,1/29/2019 11:58,en,1/29/2019 11:52,Male,40-49 years,Single,Employed - full-employed,,University degree (Fachhochschul-/Universitätsabschluss),3,"50,000-60000 €","Munich, Germany",German,Yes,no,Bike,Bike,Bike,2,1,3,2,Based on some measure of need,363.95,76.76,30.23,206.35,50.61,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1645,S42,0555124_54,Alt3,1/29/2019 11:19,en,1/29/2019 11:15,Male,25-29 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),1,"5,000-10,000 €","Munich, Germany",German,Yes,no,Bike,Bike,Bike,1,1,2,3,Based on some measure of need,260.27,31.17,14.24,160.79,54.07,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1646,S42,0555124_106,Alt3,1/29/2019 14:41,en,1/29/2019 14:37,Male,30-39 years,Married,Employed - full-employed,,University degree (Fachhochschul-/Universitätsabschluss),4,>70000 €,"Munich, Germany",german,Yes,"yes, a privately owned/leased car",Bike,Public Transport,Car,1,1,2,1,Equally per capita,287.36,42.55,30.7,164.96,49.15,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1647,S42,0555124_129,Alt1,1/29/2019 17:57,en,1/29/2019 17:52,Female,18-24 years,Single,student (school)/ Auszubildender/Auszubildende,,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",3,"10,000-20,000 €","Munich, Germany ",German,Yes,no,Public Transport,Public Transport,Public Transport,2,2,4,1,Equally per capita,315.67,56.75,23.49,193.66,41.77,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1648,S42,0555124_17,Alt2,1/28/2019 12:29,en,1/28/2019 12:22,Female,25-29 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),4,"0-5,000 €",Singapore,Indian,Yes,no,Public Transport,Walking,Public Transport,3,2,3,5,Based on some measure of need,448.34,116.39,29.05,231.93,70.97,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1649,S42,0555124_14,Alt2,1/28/2019 12:22,en,1/28/2019 12:14,Male,25-29 years,Single,Employed - half-employed,,Graduate degree (MSc / PhD / etc.),4,I prefer not to answer,"Sharjah,UAE",Indian,Yes,no,Bike,Walking,Bike,5,3,5,3,,456.77,152.67,78.82,133.85,91.43,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1650,S42,0555124_83,Alt1,1/29/2019 12:37,en,1/29/2019 12:31,Female,30-39 years,I prefer not to answer,Employed - full-employed,,University degree (Fachhochschul-/Universitätsabschluss),2,"50,000-60000 €","Hamburg, Germany",german,Yes,no,Bike,Bike,Bike,1,1,1,3,Based on some measure of need,385.79,67.97,15.2,242.64,59.98,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1651,S42,0555124_172,Alt2,2/1/2019 1:24,en,2/1/2019 1:09,Male,40-49 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),1,>70000 €,"Kopenhagen, DK",Swiss,No,no,Bike,Bike,Bike,1,3,1,3,Equally per capita,885.42,129.48,48.57,536.95,170.42,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1652,S42,0555124_114,Alt1,1/29/2019 15:19,en,1/29/2019 15:08,Female,30-39 years,I prefer not to answer,Employed - full-employed,,University degree (Fachhochschul-/Universitätsabschluss),2,"50,000-60000 €","Hamburg, Germany",German,Yes,"yes, a company car",Car,Walking,Bike-sharing,2,1,2,5,Based on some measure of need,627.04,79.29,90.88,337.11,119.76,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1653,S42,0555124_19,Alt1,1/28/2019 13:46,en,1/28/2019 13:29,Male,18-24 years,Single,Employed - half-employed,,University degree (Fachhochschul-/Universitätsabschluss),4,I prefer not to answer,Singapore ,Indian,Yes,no,Public Transport,Walking,Public Transport,4,1,1,1,Based on some measure of need,1059.83,43.41,23.14,821.32,171.96,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1654,S42,0555124_64,Alt1,1/29/2019 11:51,en,1/29/2019 11:46,Male,25-29 years,Single,student (university),,Graduate degree (MSc / PhD / etc.),3,I prefer not to answer,"Munich, Germany",German,Yes,no,Bike,Bike,Bike,2,2,2,3,Based on some measure of need,302.39,54.15,23.06,179.15,46.03,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1655,S42,0555124_36,Alt2,1/28/2019 17:26,en,1/28/2019 17:19,Male,25-29 years,Single,unemployed,,I prefer not to answer.,2,I prefer not to answer,Singapore,Indian,Yes,"yes, a privately owned/leased car",Public Transport,Public Transport,Public Transport,5,3,4,3,Based on some measure of need,424.8,85.99,25.18,269.95,43.68,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1656,S42,0555124_66,Alt3,1/29/2019 11:55,en,1/29/2019 11:49,Male,30-39 years,Single,Employed - full-employed,,University degree (Fachhochschul-/Universitätsabschluss),1,"50,000-60000 €","Nürnberg, Germany",German,Yes,no,Bike,Public Transport,Bike,4,3,2,2,Equally per capita,364.16,90.51,23.54,190.62,59.49,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1657,S42,0555124_60,Alt1,1/29/2019 11:48,en,1/29/2019 11:41,Female,18-24 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),2,"0-5,000 €","Munich, Germany",German,Yes,no,Public Transport,Bike,Public Transport,3,2,3,2,Based on some measure of need,372.1,77.51,28.3,213.54,52.75,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1658,S42,0555124_35,Alt1,1/28/2019 17:21,en,1/28/2019 17:12,Male,25-29 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),1,I prefer not to answer,Munich,Thai,No,no,Public Transport,Public Transport,Public Transport,2,2,3,4,Equally per capita,563.76,49.43,19.7,393.01,101.62,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1659,S42,0555124_178,Alt1,2/1/2019 15:37,en,2/1/2019 13:41,Male,18-24 years,Single,student (university),,Not graduated,3,"5,000-10,000 €",Singapore i,Indian,Yes,"yes, a privately owned/leased car",Public Transport,Public Transport,Car,1,5,4,4,Equally per capita,156.99,69.61,17.52,56.32,13.54,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1660,S42,0555124_68,Alt3,1/29/2019 11:56,en,1/29/2019 11:51,Female,40-49 years,Married,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),2,"40,000-50,000 €","Munich, Germany",USA,Yes,"yes, a privately owned/leased car",Bike,Bike,Bike,1,1,1,5,Based on some measure of need,325.62,61.55,18.61,191.1,54.36,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1661,S42,0555124_7,Alt1,1/28/2019 11:52,en,1/28/2019 11:45,Female,18-24 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),3,"0-5,000 €","Munich, Germany",Indian,No,no,Public Transport,Public Transport,Public Transport,4,4,4,2,Equally per capita,383.09,107.63,39.16,175.25,61.05,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1662,S42,0555124_46,Alt2,1/28/2019 23:06,en,1/28/2019 23:01,Female,25-29 years,Single,student (university),,Graduate degree (MSc / PhD / etc.),2,"5,000-10,000 €",Munich Germany ,Indian,No,no,Public Transport,Public Transport,Walking,5,5,3,3,,269.05,65.66,30.93,142.06,30.4,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1663,S42,0555124_37,Alt2,1/28/2019 17:50,en,1/28/2019 17:46,Female,25-29 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),1,"0-5,000 €","Munich, Germany",Greek,No,no,Public Transport,Public Transport,Public Transport,3,3,4,2,Based on some measure of need,245.55,56.74,18.78,103.3,66.73,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1664,S42,0555124_52,Alt1,1/29/2019 9:16,en,1/29/2019 9:08,Male,25-29 years,Single,Other,Internship,Graduate degree (MSc / PhD / etc.),3,"10,000-20,000 €","Stuttgart, Germany",Indian,Yes,no,Public Transport,Public Transport,Public Transport,2,3,4,5,Equally per capita,509.26,52.74,19.53,383.83,53.16,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1665,S42,0555124_16,Alt3,1/28/2019 12:27,en,1/28/2019 12:18,Male,30-39 years,Single,student (university),,Graduate degree (MSc / PhD / etc.),>4,"10,000-20,000 €",Munich,Thai,Yes,no,Public Transport,Public Transport,Public Transport,2,2,2,4,,525.37,63.4,63.21,213.25,185.51,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1666,S42,0555124_80,Alt1,1/29/2019 12:27,en,1/29/2019 12:22,Male,18-24 years,Single,student (university),,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",4,"0-5,000 €","Munich, Germany",German,Yes,no,Bike,Public Transport,Car,2,2,4,2,Based on some measure of need,325.21,67.92,41.21,169.96,46.12,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1667,S42,0555124_5,Alt2,1/28/2019 9:42,en,1/28/2019 9:39,Male,25-29 years,Single,student (university),,Graduate degree (MSc / PhD / etc.),>4,"0-5,000 €",Munich Germany,Indian,Yes,no,Public Transport,Public Transport,Public Transport,5,3,2,2,Based on some measure of need,162.24,52.77,15.08,57.88,36.51,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1668,S42,0555124_87,Alt3,1/29/2019 13:01,en,1/29/2019 12:53,Female,25-29 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),3,"40,000-50,000 €","Karlsruhe, Germany",German,Yes,"yes, a privately owned/leased car",Bike,Walking,Bike,5,3,1,4,Equally per capita,514.85,142.33,49.78,270.97,51.77,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1669,S42,0555124_176,Alt2,2/1/2019 13:10,en,2/1/2019 13:03,Male,25-29 years,Single,student (university),,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",1,"5,000-10,000 €","Munich, Germany",German,Yes,"yes, a privately owned/leased car",Public Transport,Car,Car,2,2,3,1,Equally per capita,415.96,60.46,25.68,261.84,67.98,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1670,S42,0555124_93,Alt1,1/29/2019 13:50,en,1/29/2019 13:39,Male,30-39 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),1,"40,000-50,000 €","Hamburg, Germany",German,Yes,no,Bike,Public Transport,Bike,2,2,4,4,Based on some measure of need,677.54,84.39,82.12,402.38,108.65,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1671,S42,0555124_148,Alt1,1/29/2019 22:11,en,1/29/2019 22:02,Male,25-29 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),2,"20,000-30,000 €","Munich, Germany",Indian,No,no,Public Transport,Walking,Public Transport,5,5,1,5,Equally per capita,529.36,116.29,42.93,270.65,99.49,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1672,S42,0555124_18,Alt1,1/28/2019 12:59,en,1/28/2019 12:39,Male,25-29 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),>4,"5,000-10,000 €","Munich, Germany",Indian,No,no,Public Transport,Public Transport,Public Transport,2,1,4,3,Based on some measure of need,1205.46,108.56,24.1,1023.37,49.43,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1673,S42,0555124_74,Alt1,1/29/2019 12:13,en,1/29/2019 12:07,Male,65 or older,Married,retired,,Not graduated,2,"0-5,000 €","Trichy , Tamilnadu India.",India,Yes,no,Bike,Carsharing,Carsharing,5,5,5,5,Based on some measure of need,388.92,148.41,47.29,79.31,113.91,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1674,S42,0555124_75,Alt1,1/29/2019 12:14,en,1/29/2019 12:07,Female,25-29 years,Single,Employed - full-employed,,University degree (Fachhochschul-/Universitätsabschluss),2,"40,000-50,000 €","Köln, Deutschland ",Deutsch ,Yes,no,Public Transport,Public Transport,Public Transport,2,1,1,2,Based on some measure of need,380.57,89.53,34.84,186.95,69.25,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1675,S42,0555124_153,Alt2,1/30/2019 7:06,en,1/30/2019 6:56,Male,30-39 years,Single,Employed - half-employed,,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",1,"10,000-20,000 €","Munich, Germany",German,Yes,no,Public Transport,Public Transport,Public Transport,4,4,1,5,Based on some measure of need,606.58,105.93,30.76,383.04,86.85,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1676,S42,0555124_47,Alt3,1/28/2019 23:08,en,1/28/2019 23:06,Male,18-24 years,Single,student (university),,I prefer not to answer.,4,"0-5,000 €",Munich Germany ,Indian,Yes,no,Public Transport,Public Transport,Bike-sharing,5,2,4,3,,123.47,62.51,28.94,19.97,12.05,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1677,S42,0555124_62,Alt1,1/29/2019 11:55,en,1/29/2019 11:44,Female,18-24 years,Single,student (university),,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",1,"0-5,000 €","Bochum, Deutschland ",Deutsch,Yes,no,Public Transport,Public Transport,Carsharing,4,1,4,1,Based on some measure of need,702.05,172.58,60.17,349.98,119.32,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1678,S42,0555124_21,Alt3,1/28/2019 13:55,en,1/28/2019 13:50,Female,18-24 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),2,"0-5,000 €",Munich Germany,Indian,No,no,Public Transport,Public Transport,Walking,2,5,5,5,Equally per capita,301.21,31.13,202.17,49.92,17.99,3,0.2,0.3,0.3,3,0,0.15,0,0,0,0,0
1679,S43,0555124_10,Alt1,1/28/2019 12:10,en,1/28/2019 12:07,Male,18-24 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),>4,"5,000-10,000 €",Munich,Indian,Yes,no,Public Transport,Public Transport,Public Transport,3,3,3,5,Based on some measure of need,180.94,56.68,23.83,60.35,40.08,1.5,0.2,0,0.3,3,0,0,0.3,0,0,0,0
1680,S43,0555124_70,Alt1,1/29/2019 12:01,en,1/29/2019 11:55,Female,25-29 years,Single,Other,"doctoral student -> fully working, half payed",Graduate degree (MSc / PhD / etc.),2,"20,000-30,000 €","Munich, Germany",German,Yes,no,Bike,Bike,Public Transport,2,2,2,5,Based on some measure of need,361.43,118.14,20.95,192.74,29.6,1.5,0.2,0,0.3,3,0,0,0.3,0,0,0,0
1681,S43,0555124_34,Alt3,1/28/2019 16:48,en,1/28/2019 16:43,Male,18-24 years,Single,Other,Trainee,University degree (Fachhochschul-/Universitätsabschluss),3,I prefer not to answer,"Trichy, TN,  india ",Indian ,Yes,no,Bike,Bike,Bike,3,4,1,5,,294.61,100.62,38.3,93.85,61.84,1.5,0.2,0,0.3,3,0,0,0.3,0,0,0,0
1682,S43,0555124_141,Alt3,1/29/2019 20:12,en,1/29/2019 19:59,Female,30-39 years,Single,student (university),,Graduate degree (MSc / PhD / etc.),2,"0-5,000 €","Munich, Germany",Estonian,Yes,no,Public Transport,Bike,Bike,1,1,2,2,Based on some measure of need,768.8,142.07,48.67,500.36,77.7,1.5,0.2,0,0.3,3,0,0,0.3,0,0,0,0
1683,S43,0555124_123,Alt1,1/29/2019 17:18,en,1/29/2019 17:10,Female,18-24 years,I prefer not to answer,student (university),,University degree (Fachhochschul-/Universitätsabschluss),2,"5,000-10,000 €","Munich, Germany",German,Yes,no,Public Transport,Bike,Public Transport,3,1,1,2,Based on some measure of need,452.28,143.2,78.34,168.65,62.09,1.5,0.2,0,0.3,3,0,0,0.3,0,0,0,0
1684,S43,0555124_13,Alt1,1/28/2019 12:17,en,1/28/2019 12:12,Male,25-29 years,Single,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),2,"0-5,000 €",India,Indian,Yes,no,Public Transport,Bike,Bike,5,5,3,4,Based on some measure of need,308.93,150.09,33.1,79.88,45.86,1.5,0.2,0,0.3,3,0,0,0.3,0,0,0,0
1685,S43,0555124_160,Alt1,1/30/2019 12:38,en,1/30/2019 12:29,Male,30-39 years,Single,Other,75% employed & Student & Selfemployed,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",3,"30,000-40,000 €","Munich, Germany",Irish,Yes,no,Carsharing,Bike,Bike,2,1,3,2,Based on some measure of need,558.35,118.19,41.26,349.76,49.14,1.5,0.2,0,0.3,3,0,0,0.3,0,0,0,0
1686,S43,0555124_60,Alt1,1/29/2019 11:48,en,1/29/2019 11:41,Female,18-24 years,Single,student (university),,University degree (Fachhochschul-/Universitätsabschluss),2,"0-5,000 €","Munich, Germany",German,Yes,no,Public Transport,Bike,Public Transport,3,2,3,2,Based on some measure of need,372.1,77.51,28.3,213.54,52.75,1.5,0.2,0,0.3,3,0,0,0.3,0,0,0,0
1687,S43,0555124_66,Alt3,1/29/2019 11:55,en,1/29/2019 11:49,Male,30-39 years,Single,Employed - full-employed,,University degree (Fachhochschul-/Universitätsabschluss),1,"50,000-60000 €","Nürnberg, Germany",German,Yes,no,Bike,Public Transport,Bike,4,3,2,2,Equally per capita,364.16,90.51,23.54,190.62,59.49,1.5,0.2,0,0.3,3,0,0,0.3,0,0,0,0
1688,S43,0555124_142,Alt3,1/29/2019 20:17,en,1/29/2019 20:11,Male,30-39 years,Married,Employed - full-employed,,Graduate degree (MSc / PhD / etc.),3,>70000 €,"Munich (not really, a village south of Munich), Germany ",German,Yes,"yes, a privately owned/leased car",Car,Bike,Bike,2,2,2,2,Based on some measure of need,387.68,72.72,20.33,251.67,42.96,1.5,0.2,0,0.3,3,0,0,0.3,0,0,0,0
