"","X","Scenario","id","Choice","submitdate","startlanguage","startdate","Gender","Age","MaritalStatus","Occupation","Occupation.other.","Education","Householdsize","IncomeLevel","CityCountry","Nationality","DriversLicense","Carownership","ModeOfTransport.SQ001.","ModeOfTransport.SQ002.","ModeOfTransport.SQ003.","ParkingCosts.SQ001.","CongestionCosts.SQ001.","LowIncLikert.SQ001.","AffordableTrLikert.SQ001.","Resources","interviewtime","Time_Group1","Time_Group2","Time_Group3","Time_Group4","DailyTravelCost.Alt1","DelayOfTravel.Alt1","PeopleBenefiting.Alt1","CongestionReduction.Alt1","DailyTravelCost.Alt2","DelayOfTravel.Alt2","PeopleBenefiting.Alt2","CongestionReduction.Alt2","DailyTravelCost.Alt3","DelayOfTravel.Alt3","PeopleBenefiting.Alt3","CongestionReduction.Alt3","RR_Total","percent_RR_Total","RR_Gr2","RR_Gr3","RR_Gr4"
"315",2446,"S17","0667678_23","Alt1","1/31/2019 20:16","en","1/31/2019 20:12","Male","25-29 years","Single","Employed - half-employed",NA,"Graduate degree (MSc / PhD / etc.)","3","5,000-10,000 €","Munich, Germany","Turkish","Yes","no","Public Transport","Walking","Public Transport",3,1,5,1,"Based on some measure of need",209.07,49.19,22.91,102.28,34.69,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,3,100,1,1,1
"316",2444,"S17","0667678_24","Alt2","2/2/2019 11:46","en","2/2/2019 11:42","Female","30-39 years","Married","Employed - full-employed",NA,"Graduated after secondary school (mittlere Reife)","3","10,000-20,000 €","Munich, Germany","Polish","Yes","yes, a privately owned/leased car","Car","Car","Car",4,2,3,2,"Equally per capita",242.6,69.66,32.47,92.1,48.37,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,1,33.3333333333333,0,1,0
"317",2453,"S17","0667678_25","Alt2","2/2/2019 12:42","en","2/2/2019 12:36","Male","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","3","5,000-10,000 €","Munich, Germany ","German ","Yes","no","Public Transport","Public Transport","Public Transport",1,1,4,4,"Based on some measure of need",389.91,36.87,13.83,247.02,92.19,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,1,33.3333333333333,1,0,0
"318",2449,"S17","0667678_27","Alt1","2/2/2019 16:37","en","2/2/2019 16:13","Male","50-64 years","Divorced / Widowed","Employed - full-employed",NA,"University degree (Fachhochschul-/Universitätsabschluss)","2","50,000-60000 €","Munich, Germany","German ","Yes","yes, a privately owned/leased car","Public Transport","Car","Car",2,2,4,4,"",701.71,381.96,57.4,152.42,109.93,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"319",2459,"S17","0667678_28","Alt2","2/2/2019 16:36","en","2/2/2019 16:33","Male","30-39 years","Single","Employed - full-employed",NA,"Graduate degree (MSc / PhD / etc.)","2",">70000 €","Munich, Germany ","German ","Yes","no","Public Transport","Public Transport","Car",1,2,4,4,"Based on some measure of need",207.24,36.64,23.62,125.96,21.02,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,1,33.3333333333333,0,0,1
"320",2461,"S17","0667678_3","Alt1","1/27/2019 23:34","en","1/27/2019 23:29","Male","25-29 years","Single","Employed - full-employed",NA,"Graduate degree (MSc / PhD / etc.)","1","I prefer not to answer","Munich, Germany","Indian","No","no","Public Transport","Public Transport","Walking",1,2,5,3,"Based on some measure of need",271.09,57.13,21.6,140.94,51.42,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,1,33.3333333333333,1,0,0
"321",2464,"S17","0667678_30","Alt1","2/3/2019 18:01","en","2/3/2019 17:58","Male","50-64 years","Married","Employed - full-employed",NA,"University degree (Fachhochschul-/Universitätsabschluss)","2","50,000-60000 €","Munich, Germany","German","Yes","yes, a privately owned/leased car","Public Transport","Car","Car",4,3,2,4,"Based on some measure of need",179.01,30.25,15.92,95.37,37.47,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,3,100,1,1,1
"322",2474,"S17","0667678_31","Alt1","2/4/2019 8:36","en","2/4/2019 8:33","Female","30-39 years","Married","housewife/househusband",NA,"University degree (Fachhochschul-/Universitätsabschluss)","4","30,000-40,000 €","Munich, Germany ","German ","Yes","yes, a privately owned/leased car","Public Transport","Car","Walking",1,1,4,3,"Based on some measure of need",147.13,35.42,30.18,57.67,23.86,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,2,66.6666666666667,0,1,1
"323",2463,"S17","0667678_32","Alt1","2/4/2019 8:38","en","2/4/2019 8:37","Male","30-39 years","Married","Employed - full-employed",NA,"University degree (Fachhochschul-/Universitätsabschluss)","4","50,000-60000 €","Munich, Germany ","German ","Yes","yes, a privately owned/leased car","Car","Car","Car",3,2,4,4,"Equally per capita",94.29,29.99,9.19,43.43,11.68,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,3,100,1,1,1
"324",2469,"S17","0667678_33","Alt1","2/4/2019 10:17","en","2/4/2019 10:15","Male","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","4","5,000-10,000 €","Munich, Germany ","German ","Yes","no","Public Transport","Public Transport","Bike",1,1,5,4,"Based on some measure of need",139.12,39.38,39.91,31.52,28.31,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,2,66.6666666666667,0,1,1
"325",2460,"S17","0667678_34","Alt2","2/4/2019 14:45","en","2/4/2019 14:43","Female","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","2","5,000-10,000 €","Munich, Germany","German","Yes","no","Walking","Walking","Bike",4,4,3,3,"Based on some measure of need",122.2,27.75,15.38,53.89,25.18,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,3,100,1,1,1
"326",2445,"S17","0667678_35","Alt1","2/5/2019 16:27","en","2/5/2019 16:25","Male","25-29 years","Single","student (university)",NA,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)","3","5,000-10,000 €","Munich, Germany","Munich","Yes","no","Public Transport","Public Transport","Public Transport",1,1,4,4,"Based on some measure of need",84.75,26.84,9.54,30.69,17.68,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,3,100,1,1,1
"327",2441,"S17","0667678_36","Alt2","2/5/2019 16:35","en","2/5/2019 16:34","Female","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","2","10,000-20,000 €","Munich, Germany","German","Yes","no","Public Transport","Car","Car",2,4,2,2,"Based on some measure of need",103.7,26.19,14.85,49.78,12.88,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,3,100,1,1,1
"328",2473,"S17","0667678_37","Alt1","2/7/2019 10:01","en","2/7/2019 9:59","Male","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","4","10,000-20,000 €","Munich, Germany","German","Yes","no","Public Transport","Public Transport","Public Transport",1,1,5,4,"Based on some measure of need",96.74,26.3,14.31,34.38,21.75,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,3,100,1,1,1
"329",2451,"S17","0667678_38","Alt1","2/7/2019 10:25","en","2/7/2019 10:23","Male","50-64 years","Married","Employed - full-employed",NA,"Graduate degree (MSc / PhD / etc.)","4",">70000 €","Munich, Germany","German","Yes","yes, a privately owned/leased car","Public Transport","Car","Car",4,4,4,3,"Equally per capita",111.57,30.16,9.41,43.94,28.06,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,3,100,1,1,1
"330",2468,"S17","0667678_39","Alt1","2/7/2019 10:34","en","2/7/2019 10:33","Female","18-24 years","Single","unemployed",NA,"Not graduated","2","10,000-20,000 €","Munich, Germany","German","No","no","Public Transport","Public Transport","Public Transport",2,1,5,1,"Based on some measure of need",75.55,27.04,9.08,23.55,15.88,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,3,100,1,1,1
"331",2443,"S17","0667678_4","Alt1","1/28/2019 7:56","en","1/28/2019 7:51","Female","18-24 years","Single","student (university)",NA,"Graduate degree (MSc / PhD / etc.)","1","0-5,000 €","Munich, Germany","Indian","No","no","Public Transport","Public Transport","Public Transport",1,3,4,4,"Based on some measure of need",309.89,67,32.65,152.44,57.8,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"332",2465,"S17","0667678_42","Alt3","2/7/2019 18:04","en","2/7/2019 17:51","Female","40-49 years","Married","housewife/househusband",NA,"University degree (Fachhochschul-/Universitätsabschluss)","2","0-5,000 €","Wardha, India","Indian","Yes","yes, a privately owned/leased car","Car","Car","Car",1,1,4,5,"Based on some measure of need",774.82,153.74,58.04,396.61,166.43,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"333",2471,"S17","0667678_43","Alt1","2/7/2019 18:41","en","2/7/2019 18:31","Male","50-64 years","Married","Employed - full-employed",NA,"University degree (Fachhochschul-/Universitätsabschluss)","2","10,000-20,000 €","Wardha India","Indian","Yes","yes, a privately owned/leased car","Car","Car","Bike",5,5,2,2,"Based on some measure of need",578.85,150.93,36.81,340.85,50.26,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"334",2462,"S17","0667678_44","Alt3","2/7/2019 18:46","en","2/7/2019 18:42","Male","50-64 years","Married","Employed - full-employed",NA,"University degree (Fachhochschul-/Universitätsabschluss)","2","10,000-20,000 €","Wardha India","Indian","Yes","yes, a privately owned/leased car","Car","Car","Bike",1,1,4,4,"Based on some measure of need",237.14,49.36,21.73,119.08,46.97,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,1,33.3333333333333,1,0,0
"335",2452,"S17","0667678_45","Alt1","2/8/2019 19:53","en","2/8/2019 19:44","Male","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)",">4","10,000-20,000 €","Munich, Germany","German","Yes","no","Public Transport","Walking","Public Transport",4,4,2,3,"Equally per capita",574.26,88.86,28.99,283.96,172.45,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"336",2455,"S17","0667678_46","Alt3","2/9/2019 23:28","en","2/9/2019 23:19","Female","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","2","5,000-10,000 €","Munich, Germany ","German ","Yes","no","Public Transport","Walking","Public Transport",3,2,2,1,"",575.76,131.98,38.48,322.5,82.8,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"337",2450,"S17","0667678_48","Alt1","2/10/2019 12:13","en","2/10/2019 12:09","Female","50-64 years","Married","Employed - full-employed",NA,"Graduate degree (MSc / PhD / etc.)",">4","5,000-10,000 €","Pune, India","Indian","Yes","no","Car","Car","Car",2,1,4,4,"Based on some measure of need",234.02,79.23,27.75,78.68,48.36,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,1,33.3333333333333,0,1,0
"338",2456,"S17","0667678_6","Alt1","1/28/2019 8:11","en","1/28/2019 8:06","Male","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)",">4","0-5,000 €","Munich","German","Yes","yes, a privately owned/leased car","Bike","Bike","Car",2,3,4,2,"Equally per capita",311.09,45.56,30.35,157.34,77.84,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"339",2448,"S17","0667678_7","Alt1","1/28/2019 8:38","en","1/28/2019 8:33","Female","25-29 years","Single","Employed - full-employed",NA,"Graduate degree (MSc / PhD / etc.)","2","30,000-40,000 €","Munich, Germany","Indian","No","no","Public Transport","Public Transport","Public Transport",2,2,4,1,"Equally per capita",210.73,31.36,14.86,83.21,81.3,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,2,66.6666666666667,1,1,0
"340",2470,"S17","0667678_8","Alt3","1/28/2019 15:37","en","1/28/2019 15:31","Female","25-29 years","Single","Employed - full-employed",NA,"Graduate degree (MSc / PhD / etc.)","2","10,000-20,000 €","München, Deutschland","Deutsch","Yes","no","Public Transport","Walking","Public Transport",2,1,3,2,"Based on some measure of need",347.4,77.14,49.51,170.98,49.77,1.5,0,0.3,0,3,0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"341",2742,"S17","0675464_10","Alt1","1/28/2019 9:30","en","1/28/2019 9:22","Male","25-29 years","Single","Employed - full-employed",NA,"Graduate degree (MSc / PhD / etc.)","1","40,000-50,000 €","Ingolstadt, Germany ","Indian","No","no","Public Transport","Public Transport","Public Transport",2,1,5,4,"",500.85,83.48,34.46,305.23,77.68,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"342",2724,"S17","0675464_12","Alt1","1/28/2019 9:34","en","1/28/2019 9:22","Male","25-29 years","Single","Employed - full-employed",NA,"Graduate degree (MSc / PhD / etc.)","2","50,000-60000 €","Ingolstadt, Germany","mexican","Yes","yes, a privately owned/leased car","Car","Car","Car",5,2,2,1,"Equally per capita",690.41,63.84,19.29,542.33,64.95,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,1,33.3333333333333,1,0,0
"343",2731,"S17","0675464_13","Alt1","1/28/2019 9:32","en","1/28/2019 9:23","Female","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)",">4","60000-70000 €","Munich, Germany","German","Yes","no","Public Transport","Bike","Public Transport",4,1,2,5,"",521.16,97.19,52.31,266.63,105.03,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"344",2753,"S17","0675464_14","Alt1","1/28/2019 9:32","en","1/28/2019 9:25","Female","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","2","0-5,000 €","Munich, Germany","Indian","No","no","Public Transport","Public Transport","Public Transport",2,5,5,5,"Equally per capita",406.73,153.75,20.2,171.26,61.52,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,1,33.3333333333333,1,0,0
"345",2749,"S17","0675464_15","Alt1","1/28/2019 10:29","en","1/28/2019 10:21","Male","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","1","10,000-20,000 €","Munich, Germany ","German ","Yes","no","Bike","Bike","Public Transport",2,1,2,2,"Based on some measure of need",496.71,76.88,27.01,344.75,48.07,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"346",2773,"S17","0675464_16","Alt1","1/28/2019 10:33","en","1/28/2019 10:22","Female","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","2","0-5,000 €","Munich ","German","Yes","no","Bike","Public Transport","Bike",3,3,4,2,"Based on some measure of need",687.02,79.72,60.9,386.45,159.95,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"347",2764,"S17","0675464_17","Alt3","1/28/2019 10:30","en","1/28/2019 10:22","Male","18-24 years","Single","student (university)",NA,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",">4","0-5,000 €","Munich, Germany","German","Yes","no","Public Transport","Public Transport","Public Transport",5,2,2,1,"Equally per capita",493.02,56.1,51.94,310.38,74.6,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"348",2732,"S17","0675464_18","Alt1","1/28/2019 10:38","en","1/28/2019 10:29","Female","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","1","0-5,000 €","Munich, Germany","German, Swedish","Yes","no","Public Transport","Public Transport","Public Transport",3,2,3,4,"Based on some measure of need",565.22,172.79,26.64,282.94,82.85,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"349",2730,"S17","0675464_19","Alt2","1/28/2019 10:37","en","1/28/2019 10:31","Male","18-24 years","Single","student (university)",NA,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",">4","5,000-10,000 €","Vierkirchen, Germany","German","Yes","yes, a privately owned/leased car","Car","Car","Car",5,5,2,1,"Based on some measure of need",379.52,98.38,26.34,185.28,69.52,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"350",2760,"S17","0675464_2","Alt3","1/28/2019 7:31","en","1/28/2019 7:26","Male","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","4","0-5,000 €","Munich Germany","Indian","No","no","Public Transport","Walking","Walking",1,3,1,3,"Equally per capita",310.26,71.67,42.52,115.76,80.31,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,1,33.3333333333333,0,1,0
"351",2757,"S17","0675464_20","Alt1","1/28/2019 11:36","en","1/28/2019 10:34","Male","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","1","5,000-10,000 €","Munich, Germany","Indian ","No","no","Public Transport","Public Transport","Public Transport",5,3,4,3,"Based on some measure of need",292.94,60.11,44.73,138.12,49.98,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"352",2751,"S17","0675464_21","Alt1","1/28/2019 10:39","en","1/28/2019 10:35","Female","25-29 years","Married","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","2","5,000-10,000 €","Munich, Germany","Indian","No","no","Public Transport","Public Transport","Public Transport",4,1,3,3,"Based on some measure of need",237.14,57.57,12.67,136.05,30.85,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,2,66.6666666666667,1,0,1
"353",2783,"S17","0675464_22","Alt1","1/28/2019 11:29","en","1/28/2019 11:22","Female","25-29 years","Single","Employed - full-employed",NA,"University degree (Fachhochschul-/Universitätsabschluss)","2","40,000-50,000 €","Munich, Germany","German","Yes","no","Public Transport","Public Transport","Public Transport",3,1,4,2,"Based on some measure of need",425.73,56.8,25.52,255.12,88.29,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"354",2741,"S17","0675464_23","Alt1","1/28/2019 12:09","en","1/28/2019 11:30","Male","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","3","20,000-30,000 €","Munich, Germany","German","Yes","no","Bike","Bike","Public Transport",1,1,2,2,"Equally per capita",2315.64,77.39,29.56,2142.49,66.2,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"355",2790,"S17","0675464_24","Alt1","1/28/2019 11:52","en","1/28/2019 11:46","Female","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)",">4","5,000-10,000 €","Munich, Germany","German","Yes","no","Public Transport","Public Transport","Public Transport",2,2,4,4,"Based on some measure of need",384.22,110.21,34.81,165.07,74.13,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"356",2722,"S17","0675464_25","Alt1","1/28/2019 12:01","en","1/28/2019 11:50","Male","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)",">4","10,000-20,000 €","Munich, Germany","Indian","Yes","no","Public Transport","Public Transport","Car",2,1,1,3,"Based on some measure of need",639.26,90.1,46,372.83,130.33,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"357",2738,"S17","0675464_26","Alt1","1/28/2019 12:10","en","1/28/2019 12:06","Male","18-24 years","Single","student (university)",NA,"Not graduated","1","0-5,000 €","Munich, Germany","Indian","No","no","Public Transport","Public Transport","Public Transport",4,1,5,4,"Based on some measure of need",249.03,73.22,17.84,118.08,39.89,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,2,66.6666666666667,1,0,1
"358",2746,"S17","0675464_27","Alt1","1/28/2019 12:26","en","1/28/2019 12:22","Female","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","1","5,000-10,000 €","Munich","German ","Yes","no","Public Transport","Walking","Walking",1,1,1,2,"Equally per capita",287.3,63.41,32.19,130.22,61.48,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"359",2765,"S17","0675464_28","Alt2","1/28/2019 12:28","en","1/28/2019 12:24","Male","25-29 years","Single","student (university)",NA,"Not graduated","1","I prefer not to answer","Munich, Germany","Indian","No","no","Public Transport","Public Transport","Public Transport",3,1,5,1,"Equally per capita",221.36,46.11,20.41,111.19,43.65,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,3,100,1,1,1
"360",2748,"S17","0675464_29","Alt1","1/28/2019 12:35","en","1/28/2019 12:27","Male","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","3","0-5,000 €","Munich","German","Yes","yes, a privately owned/leased car","Bike","Public Transport","Public Transport",1,1,2,3,"Based on some measure of need",451.98,50.32,36.79,316.16,48.71,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"361",2793,"S17","0675464_3","Alt2","1/28/2019 7:53","en","1/28/2019 7:39","Male","18-24 years","Single","student (university)",NA,"Graduated after secondary school (Volks-oder Hauptschule)","4",">70000 €","Chennai, India","Indian","Yes","yes, a privately owned/leased car","Car","Bike","Car",3,2,2,3,"Based on some measure of need",853.53,127.6,54.24,590.26,81.43,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"362",2766,"S17","0675464_30","Alt1","1/28/2019 12:53","en","1/28/2019 12:47","Male","40-49 years","Married","Employed - full-employed",NA,"University degree (Fachhochschul-/Universitätsabschluss)",">4",">70000 €","Munich, Germany","German","Yes","no","Bike","Walking","Carsharing",2,2,4,3,"Based on some measure of need",315.62,87.72,25.14,160.14,42.62,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,1,33.3333333333333,0,0,1
"363",2791,"S17","0675464_32","Alt1","1/28/2019 13:16","en","1/28/2019 13:09","Male","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","4","5,000-10,000 €","Coimbatore, India","Indian","Yes","no","Public Transport","Car","Car",2,4,3,4,"",383.01,119.44,20.94,181.11,61.52,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,1,33.3333333333333,1,0,0
"364",2727,"S17","0675464_34","Alt3","1/28/2019 13:22","en","1/28/2019 13:09","Male","25-29 years","Single","Employed - full-employed",NA,"Graduate degree (MSc / PhD / etc.)","1","I prefer not to answer","Munich, Germany","Kosovar","Yes","no","Public Transport","Public Transport","Public Transport",4,1,3,5,"Based on some measure of need",757.32,252.13,41.87,393.08,70.24,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"365",2754,"S17","0675464_35","Alt3","1/28/2019 13:15","en","1/28/2019 13:11","Female","18-24 years","Single","student (university)",NA,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)","4","5,000-10,000 €","Augsburg, Germany","German","Yes","yes, a privately owned/leased car","Bike","Car","Bike",4,3,1,2,"Equally per capita",257.4,59.02,20.99,136.02,41.37,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,2,66.6666666666667,1,0,1
"366",2733,"S17","0675464_36","Alt1","1/28/2019 13:19","en","1/28/2019 13:13","Male","25-29 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","2","0-5,000 €","Munich, Germany","German","Yes","yes, a privately owned/leased car","Public Transport","Car","Public Transport",2,1,2,3,"Equally per capita",336.99,49.02,27.11,216.3,44.56,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,1,33.3333333333333,0,0,1
"367",2740,"S17","0675464_38","Alt1","1/28/2019 13:29","en","1/28/2019 13:21","Male","18-24 years","Single","student (university)",NA,"High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",">4","0-5,000 €","Munich","Spanish","Yes","no","Public Transport","Walking","Public Transport",2,2,3,3,"Based on some measure of need",470.79,91.21,43.64,271.54,64.4,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"368",2785,"S17","0675464_39","Alt1","1/28/2019 13:30","en","1/28/2019 13:25","Female","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","1","0-5,000 €","Munich, Germany ","Indian ","Yes","no","Public Transport","Public Transport","Public Transport",2,2,3,4,"Based on some measure of need",201.04,63.76,17.99,77.54,41.75,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,3,100,1,1,1
"369",2778,"S17","0675464_4","Alt1","1/28/2019 8:04","en","1/28/2019 7:57","Male","25-29 years","Single","Employed - full-employed",NA,"Graduate degree (MSc / PhD / etc.)","2","40,000-50,000 €","Ingolstadt, Germany","Indian","Yes","yes, a privately owned/leased car","Car","Car","Car",5,1,4,2,"Equally per capita",457.2,55.87,20.01,327.94,53.38,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,1,33.3333333333333,1,0,0
"370",2736,"S17","0675464_41","Alt3","1/28/2019 13:41","en","1/28/2019 13:35","Male","25-29 years","I prefer not to answer","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","1","0-5,000 €","munich, germany","german","Yes","no","Bike","Walking","Bike",1,1,4,3,"Equally per capita",398.79,89.08,27.58,223.94,58.19,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"371",2723,"S17","0675464_42","Alt1","1/28/2019 13:41","en","1/28/2019 13:39","Male","25-29 years","Single","student (university)",NA,"Not graduated","1","5,000-10,000 €","","","No","no","Public Transport","Public Transport","Public Transport",1,2,5,5,"Equally per capita",161.14,43.79,39.54,38.14,39.67,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,2,66.6666666666667,0,1,1
"372",2737,"S17","0675464_43","Alt1","1/28/2019 14:04","en","1/28/2019 13:59","Female","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","4","0-5,000 €","munuch，Germany","Chinese","Yes","no","Public Transport","Bike","Public Transport",5,4,3,4,"Based on some measure of need",326.46,98.34,32.58,141.09,54.45,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"373",2747,"S17","0675464_44","Alt1","1/28/2019 14:11","en","1/28/2019 13:59","Male","30-39 years","Married","Employed - full-employed",NA,"Graduate degree (MSc / PhD / etc.)","4",">70000 €","Munich","German","Yes","yes, a privately owned/leased car","Car","Car","Car",2,1,1,4,"Based on some measure of need",710.5,39.55,23.87,581.52,65.56,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
"374",2789,"S17","0675464_45","Alt1","1/28/2019 14:14","en","1/28/2019 14:07","Female","18-24 years","Single","student (university)",NA,"University degree (Fachhochschul-/Universitätsabschluss)","2","5,000-10,000 €","Munich / Germany ","German ","Yes","no","Public Transport","Bike","Public Transport",3,2,3,1,"Based on some measure of need",439.87,98.38,35.07,225.75,80.67,0,0.2,0.15,0.3,1.5,0.2,0.3,0.15,0,0,0,0,0,0,0,0,0
